id,lessionID,userID,is_display,isSupport,checkbox,area,dr_related,amd_related,hr_related,pm_related
LESCONFIG_3599d73eb7ac1a4bdd9da9a5d2dac10db,fs,USER_2c93d92aa19c9d579d09d98ba999daa4f,true,false,0,2,0,1,1,0
LESCONFIG_5dd44db29890ba843d762988fd79b9cd8,lc,USER_2c93d92aa19c9d579d09d98ba999daa4f,true,true,0,0,1,0,0,0
LESCONFIG_3b5bafd8bc6b78684ba63097fc94b7169,ca,USER_2c93d92aa19c9d579d09d98ba999daa4f,true,true,1,0,0,1,0,1
LESCONFIG_6ad590e5bdad0f9db1db7a9a9abc5329c,ma,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,false,0,1,0,0,1,1
LESCONFIG_aad9b0c8dafddd8989ebc6acecddcc9bc,hma,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,2,2,1,0,1,1
LESCONFIG_4db70b39ba28a8bb0d9aad7b598fdd58d,he,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,1,0,1,1,0,1
LESCONFIG_4a8baa0e96cb8e8cb52fbb8da6ac5b7b3,cw,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,1,0,0,0,0
LESCONFIG_bb9fa9aba998f439a8d9c893fdcda89b5,ds,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,false,0,0,0,0,0,0
LESCONFIG_22a8ac0dc396dbd9bb8c97cc9f898d588,an,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,2,0,1,0,1
LESCONFIG_3c99dcba995bacdd4d9c3bccdf9ab8d69,taf,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,false,0,2,0,1,0,1
LESCONFIG_e5ddaa908c23c44ce294cdcbaaaa9959c,nvfp,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,false,2,3,1,1,0,1
LESCONFIG_6b8caa7ab09d1aa82bb4a9f59ccc8c19b,pvh,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,2,2,1,1,1,0
LESCONFIG_eba8abfc319d8990d2aafc0593906089a,ls,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,true,0,3,0,1,0,0
LESCONFIG_7ab2b9f3bc49aacd2681a49b956bf99db,IRMA,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,1,1,1,1,0
LESCONFIG_1dcce4bbbe08ada94bcdfa9d1cfccbb89,vb,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,2,1,0,1,0
LESCONFIG_c8cd4aac2dfc7d3c9f9b7b3fdddd9a61c,ode,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,0,3,1,1,0,1
LESCONFIG_1fdfa882de9bab9dbabb7d3995590da3b,awo,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,true,2,2,1,0,0,1
LESCONFIG_69c98bd379aa9d999958aadb9dbbcc8aa,gea,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,0,3,1,1,1,1
LESCONFIG_36b29ddbd9dc8be58ccbabb2dcae88d1a,sp,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,true,0,1,0,1,0,1
LESCONFIG_fb89c7ce74a0d448d992cdfd00c0caec1,aavr,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,1,2,1,1,1,1
LESCONFIG_08a36c95ded72dccbcab4d90aabbcccdb,acdr,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,2,3,1,0,0,0
LESCONFIG_70c49dadcaad1cbcd5949d4ca9e9bbcbf,pd,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,true,2,2,0,1,0,1
LESCONFIG_69dc82b6ddd2cabc7a6b22a3ce4acdbe8,sh,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,true,0,3,0,0,0,0
LESCONFIG_9995b9bd4ad8b9d0d9fbcda8b8d9ad299,seh,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,3,1,0,0,1
LESCONFIG_89bd981cb9a69db984d8bd89d5149d6bd,rd,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,1,1,0,0,0,0
LESCONFIG_9def4cc9cb8c57bcb6ccba96c0c931cb9,mc,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,false,false,0,2,0,1,1,0
LESCONFIG_d2bbb3689eb656a7c98c895fb59c16b6c,fs,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,false,0,3,1,1,0,0
LESCONFIG_3d4ba899a89dadcc45ac8be9ddbc9c79c,lc,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,0,1,0,0,0,1
LESCONFIG_22dbb88d96a4ba0abd9d16b960ac599ba,ca,USER_7399ba59aadce34499ad2bb9d8a9ab2c8,true,true,1,3,1,1,0,1
LESCONFIG_68cb54ad6c9e920fad89a84b96d39b5dd,ma,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,1,1,0,1,0
LESCONFIG_3bdcee8e826cf9bd85a7d8c7ccbad19cb,hma,USER_3add9c2eb9abaada1698d989cd47d81bc,true,false,2,0,1,1,0,0
LESCONFIG_a35f0ab158addaa991cb3960b393bdbcb,he,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,1,0,0,0,1,0
LESCONFIG_2c9d28bcdcbaac489ca2dd5ccdc5d2cc2,cw,USER_3add9c2eb9abaada1698d989cd47d81bc,true,true,0,1,0,0,1,1
LESCONFIG_78cdbd7daac7fa09dcdaa4c4ab933edc4,ds,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,3,1,1,0,0
LESCONFIG_81c5a93a9ddaa9e0ad02dddc9ac8d9b10,an,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,1,1,1,0,0
LESCONFIG_7eb9a2accc2a9a2dac82babcada9c8b7d,taf,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,3,1,0,1,0
LESCONFIG_4c931c68ed8ad1df714f932cab9a779aa,nvfp,USER_3add9c2eb9abaada1698d989cd47d81bc,true,false,2,2,0,0,1,0
LESCONFIG_61ea9ab15c9b99b5c9999fdddb9cbb1c7,pvh,USER_3add9c2eb9abaada1698d989cd47d81bc,true,true,2,3,1,1,1,0
LESCONFIG_640bbbdd49209ba9354b9839b0aaba29c,ls,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,1,1,0,0,0
LESCONFIG_9aaab99b9ca8da9b8c11bc199acf6d91f,IRMA,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,3,1,1,1,0
LESCONFIG_ea0d8e9a18e957ed22c5624c7fceabb3e,vb,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,3,0,1,0,1
LESCONFIG_92ede9cdb0a7abe8cd76d2fbc3dbfa7b9,ode,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,1,1,0,0,0
LESCONFIG_4d9c6a0801d918789a358dcbb0cd9b44b,awo,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,2,3,1,0,1,1
LESCONFIG_9afb99ebdfaae9bab9a3fdac43d5e8adf,gea,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,1,0,0,0,0
LESCONFIG_4799a89d54574bbe02bcb751aacbddbbd,sp,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,2,0,0,0,1
LESCONFIG_700bd48b419c39a9cdcca2dac96b8d96b,aavr,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,1,1,0,1,0,0
LESCONFIG_8d6ccd99dbaf088e96dca7a8c9ac52b22,acdr,USER_3add9c2eb9abaada1698d989cd47d81bc,true,false,2,1,0,0,0,0
LESCONFIG_e9a1ca09f959c1ae9bfce1fc9d69adaef,pd,USER_3add9c2eb9abaada1698d989cd47d81bc,true,true,2,0,0,1,0,0
LESCONFIG_4ca39004bac6396b5a2dbe2e9b99ab73d,sh,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,2,0,1,1,0
LESCONFIG_89bd8d0979a7c4fbbcbb0a43baacab081,seh,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,0,0,1,0,0
LESCONFIG_5acdacb6dbcbcebca9780878ad03dacdb,rd,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,1,2,1,0,1,1
LESCONFIG_eddcc0d929b96bcdef4fd9c2ac5ab98a9,mc,USER_3add9c2eb9abaada1698d989cd47d81bc,false,false,0,1,1,1,1,0
LESCONFIG_a95dfbd2ace85895bf06bd1cc9df98b08,fs,USER_3add9c2eb9abaada1698d989cd47d81bc,true,true,0,0,1,1,0,1
LESCONFIG_fb9a011fa2a19ccc94611f589b69bed30,lc,USER_3add9c2eb9abaada1698d989cd47d81bc,false,true,0,2,0,1,1,1
LESCONFIG_e6c7dd1d760caa34bf436caf9ca8726a2,ca,USER_3add9c2eb9abaada1698d989cd47d81bc,true,false,1,0,1,0,1,1
LESCONFIG_5a8dc0a744279ea8aee7b4d9cb0c0b91c,ma,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,0,1,1,0,0
LESCONFIG_1bcf52aeda3aeb14191b8e66d21aaebbe,hma,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,2,2,1,0,0,0
LESCONFIG_99ba9bcec99c888effc9bcbb8aabd9c2a,he,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,1,2,1,0,1,0
LESCONFIG_3d0db2d0dbb1d79dfa9bd9fdcbd4191ca,cw,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,true,0,2,0,1,0,0
LESCONFIG_69bdcac68f9fd1b8ba00ffdc9038fc8a4,ds,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,2,0,0,0,0
LESCONFIG_2faafaad8c5b3dd9c9c69dddafb11d895,an,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,2,0,1,1,1
LESCONFIG_f1ba9ff907c8ecd8c9ad0bd9ccdab8b7d,taf,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,0,2,1,1,0,0
LESCONFIG_daf89b7d49d5ab2a7d470caa08678fcd9,nvfp,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,2,0,0,0,0,0
LESCONFIG_e907bccb62bb9948bc7c1c41c998a3db9,pvh,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,2,1,1,0,1,0
LESCONFIG_69ba9cd7a46dfbed0b22bba9e9cd9c8bd,ls,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,2,1,1,0,0
LESCONFIG_d25bc40f19e9fdccb19a9d8bcdeacd99d,IRMA,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,0,3,1,0,0,1
LESCONFIG_2c3690aac7b9a83d349db487f9f5d879b,vb,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,true,0,3,0,1,0,1
LESCONFIG_6efb9daacabb5d6059ccb3b7adaacad3a,ode,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,0,0,0,0,0
LESCONFIG_43ddc7fc6a3a580dac1ca9c9dd1bcde87,awo,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,false,2,1,1,0,0,0
LESCONFIG_da819bd6daabb987dabcc37a74bb48baa,gea,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,0,0,0,1,0,0
LESCONFIG_43aa2dcdf9a9d97a829594baa2d8db1fd,sp,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,1,0,0,1,1
LESCONFIG_95dd3adcacbbd894c9aafcb3ec9a295dc,aavr,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,true,1,3,0,1,0,0
LESCONFIG_8acb906b0b4d62ad96ba1fe96b98c0df2,acdr,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,2,3,0,1,1,0
LESCONFIG_692fccdfeedba2ed28daba40bb5c5974b,pd,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,2,1,1,1,1,1
LESCONFIG_c6b4eae9aff500aa539b9bcaaabaae7d1,sh,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,2,1,0,0,0
LESCONFIG_e959badd59ec39c4c9cac4cab96dcc8ab,seh,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,true,true,0,3,1,0,1,1
LESCONFIG_d9eccda53abd9c99dc088c1ba0a11cbcc,rd,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,true,1,2,1,0,1,0
LESCONFIG_4fd5ada399c1dd9a59bcda5cda04aa9ae,mc,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,0,0,1,0,1
LESCONFIG_a4ca7cead4ac23bc955cad3bfddd5fa13,fs,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,0,1,0,0,0
LESCONFIG_79d7dbd8ca8a29822100d72a2c015df3b,lc,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,0,3,1,1,1,1
LESCONFIG_fcb38c8a35b89ac439cca7b81a0ddda19,ca,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,false,false,1,2,1,0,1,0
LESCONFIG_1ced04829abbbca9a6aacaaced3592bd9,ma,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,0,2,0,0,0,0
LESCONFIG_0439dc7a28e35d80c6a299dafba8a059b,hma,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,2,0,0,0,0,0
LESCONFIG_fc97fcdd3d0b9b75abddd43e3ac8bd5bb,he,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,false,1,2,1,0,1,0
LESCONFIG_bba7101cf7ddd05a9aaab9cab6abbf19a,cw,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,0,2,0,0,0,1
LESCONFIG_486ebc3c2baf90d1dd4aadc881aacb99d,ds,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,0,1,0,1,1,1
LESCONFIG_9c8a9a3b5c0dd4bc99bcdb4d94c8c4da6,an,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,false,0,1,1,0,1,1
LESCONFIG_bbd8ba9a1ff9ca6902aeba36ebccdabdb,taf,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,0,0,1,0,1,1
LESCONFIG_128d468c9b719edb9ce95f6ad9ec3ed93,nvfp,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,2,2,1,0,0,0
LESCONFIG_b80dbb9fcbca0bcdb93fbcbad4d0bdb29,pvh,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,2,0,0,0,0,1
LESCONFIG_298dcccbb4cfcaee30994db189acb9dc9,ls,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,0,2,1,1,1,1
LESCONFIG_f8bbfcd9be5919ba68dc48bddaba6abac,IRMA,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,0,3,1,0,0,1
LESCONFIG_3c79b9a6ed48a9cbeb3adb8b8713aea83,vb,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,0,0,0,1,1,0
LESCONFIG_9fa9bba77bcddbabd8ce1e6baadbe9d4b,ode,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,0,0,1,1,0,0
LESCONFIG_a9db3e9cfd2b87e6bb0ac9891bb8b88d8,awo,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,2,0,1,0,1,0
LESCONFIG_2bcc010bbbc2a1d65699795afbbac6b5a,gea,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,0,3,0,0,0,1
LESCONFIG_f6b9bcb3f920109c9dbcb41398a7abd64,sp,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,0,0,1,1,1,1
LESCONFIG_03991db994b9586c6e18a7552cd9d229c,aavr,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,1,1,0,1,1,0
LESCONFIG_a3b982dcbd86fcfdbbc2b8bb249c8c9d5,acdr,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,false,2,3,0,1,1,1
LESCONFIG_0599dec4bdbda949ae1bb359c14dadfae,pd,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,2,2,1,1,1,1
LESCONFIG_3b4199bbadab2a98daba971c2d72bbfc7,sh,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,true,0,1,1,0,1,1
LESCONFIG_a8abcac829fcbe0a8bd3d75c8c2aaeb1d,seh,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,false,0,0,1,1,0,0
LESCONFIG_1d9b09c43da99bc9bcb189cc0dcc78dbd,rd,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,1,0,1,1,1,0
LESCONFIG_3b7b5d2c8cb7babab93ad4c4bdaebcc9a,mc,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,0,3,1,0,0,1
LESCONFIG_9d98c2bd2db29ccb99d4c2dec9b93aabd,fs,USER_545c2a35c8570db99c9c9da1b0290bc3a,true,false,0,2,1,1,1,0
LESCONFIG_0469daa690df7a1abc574d9ca819b82c4,lc,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,0,3,0,1,0,1
LESCONFIG_badacbca8cbbabdc7a81cb6dc309c3c3a,ca,USER_545c2a35c8570db99c9c9da1b0290bc3a,false,true,1,3,1,1,0,0
LESCONFIG_7d1a28dd9abcdd49bc6abdbb5a962c406,ma,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,1,0,1,0,1
LESCONFIG_cd4b1bbf3b8e94c88ccdad2bbb4a4ce9b,hma,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,2,1,0,0,1,0
LESCONFIG_ed8c4cbb0aac0263ae06a795aac9ccda8,he,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,false,1,2,0,0,0,1
LESCONFIG_1ca90d39d1b5caca04d9c92caced99b31,cw,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,1,0,1,1,1
LESCONFIG_89cddc1c9778599a7ba38101a8b1675cd,ds,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,0,3,1,1,0,0
LESCONFIG_2c44978adbc0bdedba92b9daac1ce9ce8,an,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,false,0,0,0,0,1,0
LESCONFIG_6ba9800896bdab2c99ab9c89d19dbaed8,taf,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,false,0,1,1,0,0,1
LESCONFIG_11ddaa983b2d99dd9185bf8fbbc122d9a,nvfp,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,2,3,1,1,0,0
LESCONFIG_456199d9ddbc029d358b1a18d268da5d8,pvh,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,2,0,0,0,1,1
LESCONFIG_9fdf67a6d9a06ee6baa39bc2fac8b39ac,ls,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,false,0,1,0,0,0,0
LESCONFIG_09b9ab99ad5a3cbbc9cdab1da9a9db2ab,IRMA,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,0,3,0,1,0,0
LESCONFIG_8ad8e5b892fa499b407d9e1235cead6a2,vb,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,false,0,0,1,0,0,1
LESCONFIG_edab74c08aa78d20cbc6c8a79964a9fc5,ode,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,1,0,1,0,1
LESCONFIG_d2a9809ccf9bce482ecfd9494b1d8d79b,awo,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,true,2,0,0,1,1,0
LESCONFIG_5c99a9b5cbf3bc75b9bbcbcdd94a5885f,gea,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,false,true,0,2,1,0,0,0
LESCONFIG_ff487fcd6cc4100896d99cad915edb9e7,sp,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,true,false,0,1,0,0,1,1
