id,userID,diseaseID,is_display,isSupport,checkbox
DISCONFIG_adcdc937c9698a25bb9eea7eec98ca536,USER_3add9c2eb9abaada1698d989cd47d81bc,pm,true,false,1
DISCONFIG_0ab9cd59aaa53fc3816cc7a54bb89ab79,USER_3add9c2eb9abaada1698d989cd47d81bc,mo,true,false,0
DISCONFIG_ebb3d9a4937bbed9d9ce2da7a1bceedb9,USER_3add9c2eb9abaada1698d989cd47d81bc,ga,false,true,0
DISCONFIG_cc7529f6c9b1cd202dba9ab9acd8d60dc,USER_3add9c2eb9abaada1698d989cd47d81bc,rvo,false,true,2
DISCONFIG_8b5a9d7042e80dbcdabc069bb9c98adb9,USER_3add9c2eb9abaada1698d989cd47d81bc,other,true,true,0
DISCONFIG_3ccafbad9a999bed8dbb9de2bbd94b89d,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,amd,true,true,1
DISCONFIG_9bb89ccccbfd1f5e9dafaa95a3ab03d0b,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,hr,true,false,0
DISCONFIG_bc888ec4fc1d80a9bc0b9cfdcdeb85d2f,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,pm,true,false,1
DISCONFIG_56ec7bec8a1b9a7ddc2cdaaabcd1dccdb,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,mo,false,false,0
DISCONFIG_6d9b9783b999c8c6e9ca8a044d39abfe5,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,ga,true,false,0
DISCONFIG_282aaaec2bb96979b99b90bcbdbbcaedc,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,rvo,false,true,2
DISCONFIG_8ff19582aa6e8cb95c67bc3bdeccbcf9b,USER_547ad53ea873a91bcfab4f3ddb3d8c9fa,other,true,true,0
DISCONFIG_73addda38db64b9ddd08abc898a9daa59,USER_545c2a35c8570db99c9c9da1b0290bc3a,DR,true,false,1
DISCONFIG_4cc780bc0bbadbf2fba7c9bd2ca96aaf8,USER_545c2a35c8570db99c9c9da1b0290bc3a,CSME,false,false,1
DISCONFIG_04b1bcb99959da9c8bd9df1c91fd39a9f,USER_545c2a35c8570db99c9c9da1b0290bc3a,amd,false,false,1
DISCONFIG_799b47b5bd989ba1b0e7c0baccb2cac84,USER_545c2a35c8570db99c9c9da1b0290bc3a,hr,false,true,0
DISCONFIG_83ed816dd8cf2a9fbdcd6773a8b1059a9,USER_545c2a35c8570db99c9c9da1b0290bc3a,pm,false,true,1
DISCONFIG_6dd6adf1d088d1d951adacde31b27cdb9,USER_545c2a35c8570db99c9c9da1b0290bc3a,mo,false,true,0
DISCONFIG_0b229bb4caec9f3ab3b47ae8ba9ae891b,USER_545c2a35c8570db99c9c9da1b0290bc3a,ga,false,false,0
DISCONFIG_7aca94b98cb1299a796de9dadc9953667,USER_545c2a35c8570db99c9c9da1b0290bc3a,rvo,false,true,2
DISCONFIG_2bb9a48db9b06ce94db2dd8a9329eddba,USER_545c2a35c8570db99c9c9da1b0290bc3a,other,false,true,0
DISCONFIG_eab39da1bbf998bac94ca967cabac98cc,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,amd,true,true,1
DISCONFIG_c5da9d8db3c9b90f9632cdc290695a3dd,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,hr,true,false,0
DISCONFIG_c9cbdcbcacae99893392bd4e7ca8ba94a,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,pm,true,true,1
DISCONFIG_3a19dab09aabcc9790aac9bb0cb9a4979,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,mo,false,false,0
DISCONFIG_2dcbeeddaa1229aa363dddfefa20ed26d,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,ga,false,false,0
DISCONFIG_62bdd99e737d196bbd2c3caa9af9b4d46,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,rvo,true,false,2
DISCONFIG_cc258dfbcbf9c799da19a93f4d8dacadc,USER_71d19b0b9d99b77e96aaa1cb9cbceaaad,other,true,true,0
DISCONFIG_23ff7adb6cb99cd1d79929cbbda271dcd,USER_63a4c098b878c4c700bafca12c49dcbdc,DR,true,true,1
DISCONFIG_6788a81a3d8db0bcdcd7ba5d9a83b3782,USER_63a4c098b878c4c700bafca12c49dcbdc,CSME,true,false,1
DISCONFIG_e7ccc099d9cd2accaded39bc7bbc9f58f,USER_63a4c098b878c4c700bafca12c49dcbdc,amd,false,false,1
DISCONFIG_f3cb89a9cfdff4dac9daabad0a9e8a8db,USER_63a4c098b878c4c700bafca12c49dcbdc,hr,false,true,0
DISCONFIG_49fab6bbabc0287faa9dcddbb128c7dcd,USER_63a4c098b878c4c700bafca12c49dcbdc,pm,true,false,1
DISCONFIG_bdc97bb89ae884b9c8b9bd811b2dc7b9a,USER_63a4c098b878c4c700bafca12c49dcbdc,mo,false,false,0
DISCONFIG_ec7bacaca3784b7d8b95b9fcda6d2a448,USER_63a4c098b878c4c700bafca12c49dcbdc,ga,true,false,0
DISCONFIG_c4b4d8bc989ad8a689b83db97b9a1d21c,USER_63a4c098b878c4c700bafca12c49dcbdc,rvo,true,true,2
DISCONFIG_6b8aec99daabd14691d6a87b1c08acccd,USER_63a4c098b878c4c700bafca12c49dcbdc,other,false,true,0
DISCONFIG_09cb2aa28b10d5898d6dddc9de0928d33,USER_db930c9acbd92a97892d62bb35badbc9c,DR,true,false,1
DISCONFIG_4ddd428bac0d3a7b168b2d9c1cabb969b,USER_db930c9acbd92a97892d62bb35badbc9c,CSME,true,true,1
DISCONFIG_c87cdccaadc8ca51c08c54cbd04996bef,USER_db930c9acbd92a97892d62bb35badbc9c,amd,false,true,1
DISCONFIG_e17b379cdd994dc7c02a5ad8ab34adab1,USER_db930c9acbd92a97892d62bb35badbc9c,hr,true,true,0
DISCONFIG_abdbbc3bc1c8b9ada6bbbaaddad107fd3,USER_db930c9acbd92a97892d62bb35badbc9c,pm,true,true,1
DISCONFIG_844c8b6babba9bbc08ba419c91a9db6bb,USER_db930c9acbd92a97892d62bb35badbc9c,mo,true,false,0
DISCONFIG_fa3aa8abcc304fad3a3dc7cd4c7bac9cc,USER_db930c9acbd92a97892d62bb35badbc9c,ga,true,true,0
DISCONFIG_0d254babaab2a0d993aa59be8c89b9dac,USER_db930c9acbd92a97892d62bb35badbc9c,rvo,true,true,2
DISCONFIG_00d5eba8d6f9c8dccfdbdcc59b9d34c9d,USER_db930c9acbd92a97892d62bb35badbc9c,other,true,true,0
DISCONFIG_4b9996ccedf31ac219dfacd7cfba0edda,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,DR,false,false,1
DISCONFIG_fc53eb49d4dbc9ee870ccbc2a8eb9baf1,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,CSME,true,false,1
DISCONFIG_aac6b9eec5b2caa9ac9d27dd917bab7c9,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,amd,false,false,1
DISCONFIG_19bccb9eaaca907b1b9b0cccc3cbda0ac,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,hr,false,false,0
DISCONFIG_8ada9ba7ad829cbacd1df09cacf0a4eba,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,pm,true,true,1
DISCONFIG_04ac6b9abc04adea3d9d3611ceb438b9a,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,mo,true,false,0
DISCONFIG_99ecb30b55dcbc9a0bd9a599000ca0bcd,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,ga,false,false,0
DISCONFIG_f99dddd74a9c9b4c21c981cad09ac5f9d,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,rvo,true,true,2
DISCONFIG_1dbc894c79f6accf60cb859dea6a92bbb,USER_cd9cdaab6b8c4c9dbae9bac2cc6bcdb6b,other,true,false,0
DISCONFIG_c89bcbdc5a948a5bebecdbc4c37f9c1f2,USER_299da5facd8dbd0d5d46dcea28ab548ba,DR,true,true,1
DISCONFIG_9e35c1ed4cdbda3cbdd9dda8b6a42a7ad,USER_299da5facd8dbd0d5d46dcea28ab548ba,CSME,true,true,1
DISCONFIG_49ca3aed659d7c9eabf9d8c298ca14399,USER_299da5facd8dbd0d5d46dcea28ab548ba,amd,false,false,1
DISCONFIG_456db8c8bdbb9c49b4fbca904acb7dabc,USER_299da5facd8dbd0d5d46dcea28ab548ba,hr,true,false,0
DISCONFIG_eaa428cbdd8efcfdaddb6cbb28cc9d962,USER_299da5facd8dbd0d5d46dcea28ab548ba,pm,false,true,1
DISCONFIG_ba9a8cdea0d6a11bb9ebdc2a3b949dded,USER_299da5facd8dbd0d5d46dcea28ab548ba,mo,false,true,0
DISCONFIG_acd869a166caac9dba3aa9f98dddbdcbd,USER_299da5facd8dbd0d5d46dcea28ab548ba,ga,true,true,0
DISCONFIG_e8a670bdbacd2a2dabd794bdcace5feab,USER_299da5facd8dbd0d5d46dcea28ab548ba,rvo,true,false,2
DISCONFIG_44ad6dddbeb6919a551cc9bdbaeb3a9ad,USER_299da5facd8dbd0d5d46dcea28ab548ba,other,false,false,0
DISCONFIG_ba5d5b989ddfccf088f294b97c8d93bd5,USER_98db93b09bca99c9d9dc9191d9c0b56b4,amd,false,false,1
DISCONFIG_a09a1f98ba9020b7b50b4aab6abcca75c,USER_98db93b09bca99c9d9dc9191d9c0b56b4,hr,false,true,0
DISCONFIG_38a8e29cf9c455ccc89a9cbcb029b9d1b,USER_98db93b09bca99c9d9dc9191d9c0b56b4,pm,true,true,1
DISCONFIG_989fad0abbcab97aaac89afadde7ba49a,USER_98db93b09bca99c9d9dc9191d9c0b56b4,mo,true,false,0
DISCONFIG_5bcbb7998afabfd0d695ddca49bc39f4d,USER_98db93b09bca99c9d9dc9191d9c0b56b4,ga,true,true,0
DISCONFIG_3b6ca9db9b01decaaad096a9bcab8981c,USER_98db93b09bca99c9d9dc9191d9c0b56b4,rvo,true,false,2
DISCONFIG_a57dd8dc17debe8abbadd75bcc7fd8ad0,USER_98db93b09bca99c9d9dc9191d9c0b56b4,other,true,false,0
DISCONFIG_6cd4b9a4dca9e054d9bc9b70798c8bd39,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,amd,true,false,1
DISCONFIG_49dccd96b568dad682a2da8d4a6dd1cdd,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,hr,true,true,0
DISCONFIG_2dbd0b786ceb4bb593c92c5a7aa9a9da7,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,pm,true,true,1
DISCONFIG_cc919daa662920991d9fa2996c9f1cdcd,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,mo,true,true,0
DISCONFIG_7293dd3ec8ec897f584db4adbd09a14ba,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,ga,false,true,0
DISCONFIG_eadbd61a9a2db3c59ca50bccfce272ca9,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,rvo,false,true,2
DISCONFIG_d9bcab13919bb36b18d92d9cdc8acebbd,USER_9cdb8cba9addc9bac9dd0da0b3db6b315,other,false,false,0
DISCONFIG_ac6cc9ca5d37a99bf6dc5d2adcad953b9,USER_83ab3a9dab93c2b8a9cba91dbb4153505,DR,true,false,1
DISCONFIG_cd39b8ccccacc69c281ccb81899d9dcb1,USER_83ab3a9dab93c2b8a9cba91dbb4153505,CSME,true,true,1
DISCONFIG_90ba7dc9bb490cc185a8bb978ea93bdb0,USER_83ab3a9dab93c2b8a9cba91dbb4153505,amd,false,false,1
DISCONFIG_aaca8a733a8d1c80bbfa1bdc58da89db8,USER_83ab3a9dab93c2b8a9cba91dbb4153505,hr,true,false,0
DISCONFIG_4fbe0bdc8b1abb8ad9bbd7fb3c9dd4a86,USER_83ab3a9dab93c2b8a9cba91dbb4153505,pm,false,true,1
DISCONFIG_5ddbbcb4eb0ec9dbdb5edd6cf5d983bbc,USER_83ab3a9dab93c2b8a9cba91dbb4153505,mo,true,false,0
DISCONFIG_d784a9b0d4e9b63a86daab9c8beb8bd91,USER_83ab3a9dab93c2b8a9cba91dbb4153505,ga,false,true,0
DISCONFIG_98bf9abcbbadbced18b098bbdddfe5cdf,USER_83ab3a9dab93c2b8a9cba91dbb4153505,rvo,false,true,2
DISCONFIG_6d39db319cad4a12f9aba7ddac40399ba,USER_83ab3a9dab93c2b8a9cba91dbb4153505,other,false,true,0
DISCONFIG_39aa9bb38a991aa5aedb9ac90ca8929ba,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,amd,false,false,1
DISCONFIG_3dcc79a62ddb8d6d8dcb9a834da5a4d9a,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,hr,false,true,0
DISCONFIG_e6d9984dbcbccbfb0c9b9b6c9b5caf113,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,pm,true,false,1
DISCONFIG_7e9c99dafc6aa31bbde54abdcb89de4b9,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,mo,false,false,0
DISCONFIG_9db84cdd1bbaaacdcb74adbabab9fe8ed,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,ga,true,true,0
DISCONFIG_89645da995bac99cdcd698c2a4d48b5db,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,rvo,false,true,2
DISCONFIG_dcfbca759a1aadd9aea28c8dcd832dcc2,USER_2a59ba39dd0a20bbbdceaadb3ad2df9b2,other,true,false,0
DISCONFIG_8a3d6b8d65222c9c99901cdcc5cdc9df7,USER_e8ba819aba993aa938bddc7cb5dbab835,DR,false,true,1
DISCONFIG_0c6ead39ccdddd6d7d9b8a911b96d2099,USER_e8ba819aba993aa938bddc7cb5dbab835,CSME,false,true,1
DISCONFIG_6c6d9d90908dad8ebb8dcb3bac28b2ccd,USER_e8ba819aba993aa938bddc7cb5dbab835,amd,true,false,1
DISCONFIG_8a2c0311acbad1cd9888a9a98dda88dd5,USER_e8ba819aba993aa938bddc7cb5dbab835,hr,true,false,0
DISCONFIG_6dfc4adbcdbb59bbb9ab5e2d14923b8c0,USER_e8ba819aba993aa938bddc7cb5dbab835,pm,true,false,1
DISCONFIG_fba4fbe9bd3da06cbce8a8c66888db92a,USER_e8ba819aba993aa938bddc7cb5dbab835,mo,true,false,0
DISCONFIG_7b9d0b5c1f9a9b4a2d9705cd9196bc10a,USER_e8ba819aba993aa938bddc7cb5dbab835,ga,false,false,0
DISCONFIG_1fdccaba1a958dfb8db3c6cac9ed77129,USER_e8ba819aba993aa938bddc7cb5dbab835,rvo,false,false,2
DISCONFIG_3bc0a91ede5b9ccdbbdacd28f9abd19bb,USER_e8ba819aba993aa938bddc7cb5dbab835,other,true,true,0
DISCONFIG_4bacd1480b48caa9acbccdab4bba4b599,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,DR,false,false,1
DISCONFIG_e8b51b4de418c99df99cacadc5b3aa2ed,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,CSME,true,false,1
DISCONFIG_e7bdc4c7b49db19dcdc9abb713ae8ddcd,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,amd,false,false,1
DISCONFIG_60ad6c849d62839cbadbcadad96d899ba,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,hr,false,true,0
DISCONFIG_0945aa0b7bc9d1c2bdba7dcc1fa9cbcbe,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,pm,true,true,1
DISCONFIG_9c90ddcaf7d0cbd2f0fcbcbd029ebafdc,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,mo,true,false,0
DISCONFIG_a7c5dcaddcd21c01bdb6bbcf099a1a5cd,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,ga,true,false,0
DISCONFIG_319a308389cb2f42cad99882b99bd9c37,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,rvo,false,true,2
DISCONFIG_3cc4f97cbc5ecba93f38488b994f4adae,USER_e8a1dc4df49d86acbbcdb298ccba6cb08,other,false,false,0
DISCONFIG_62a399afbd3dc0a2c86a37bca4daca6d9,USER_8c9b427cedbb69fed9dd6f3d69c14f991,DR,true,true,1
DISCONFIG_badbfdbfc9ba9de8bc9c69fb0bdc69ccf,USER_8c9b427cedbb69fed9dd6f3d69c14f991,CSME,false,false,1
DISCONFIG_7d39c3ae2d0b9a8cc99bcddc5ad99ad4d,USER_8c9b427cedbb69fed9dd6f3d69c14f991,amd,false,false,1
DISCONFIG_cc53b6dcdf7ccdfc698d4dd9bad91adc1,USER_8c9b427cedbb69fed9dd6f3d69c14f991,hr,true,true,0
DISCONFIG_cccbc3ba0f299aa194b859fe69acc7b01,USER_8c9b427cedbb69fed9dd6f3d69c14f991,pm,true,false,1
DISCONFIG_4dacba90bce41ecda2bc3a2bb368b9ec8,USER_8c9b427cedbb69fed9dd6f3d69c14f991,mo,true,true,0
DISCONFIG_bebd49fb8deab9bb8aac4585a8ba77dcb,USER_8c9b427cedbb69fed9dd6f3d69c14f991,ga,false,false,0
DISCONFIG_24adb3ad92ae8cb2bcacfdaabebb89dd7,USER_8c9b427cedbb69fed9dd6f3d69c14f991,rvo,false,false,2
DISCONFIG_4995bedaa9e3bc99ab8a9a86dadd8abcb,USER_8c9b427cedbb69fed9dd6f3d69c14f991,other,true,false,0
DISCONFIG_9a8cf19cbaaafca2170cdc1e8bbcc1c97,USER_5acedeb978ad5b89aaddf99c5970a8580,amd,false,false,1
DISCONFIG_9a7b4aae68dcba15629aad3b7d9aac9de,USER_5acedeb978ad5b89aaddf99c5970a8580,hr,false,true,0
DISCONFIG_2ccfb8b9ebbae79b7c8dcb2cc4261219a,USER_5acedeb978ad5b89aaddf99c5970a8580,pm,true,true,1
DISCONFIG_6c8bab69fadb9d5dd6cd9990ced85bd79,USER_5acedeb978ad5b89aaddf99c5970a8580,mo,true,false,0
DISCONFIG_7db8fdc8ba1d2a55ab0cd04cbc5ea6936,USER_5acedeb978ad5b89aaddf99c5970a8580,ga,true,true,0
DISCONFIG_ec989a81f909eaeb3c061ca8940d7d89b,USER_5acedeb978ad5b89aaddf99c5970a8580,rvo,false,true,2
DISCONFIG_9bd9f93c9a4a85c99de2029bbdb73bda4,USER_5acedeb978ad5b89aaddf99c5970a8580,other,true,false,0
DISCONFIG_fdd6bd5affbbadb0d48ab896e8e92bbcd,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,amd,false,true,1
DISCONFIG_a7d4bdadc9993d9948bf87ed38c948a4c,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,hr,false,true,0
DISCONFIG_ac94d80bcd4dda5995e9adc6c9997ccbb,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,pm,true,false,1
DISCONFIG_909db4cb69bf8b2b999a99a6caf9dcccc,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,mo,true,false,0
DISCONFIG_b01d1f7efcd91ca4d49ec90b0199dadac,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,ga,true,true,0
DISCONFIG_2d97d097cd8db8b69a21b802b3b7d4a53,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,rvo,true,true,2
DISCONFIG_9ad0add2adb91d379cb2dbdab99a8cccb,USER_f6cdc9bbb8cda998a19fdeea9aabb7599,other,false,false,0
DISCONFIG_3cbfd9dd5ccc9489d8d74047cb24995ad,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,amd,false,false,1
DISCONFIG_72689add9a9bb9cabab8cadd999d5dd6a,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,hr,true,false,0
DISCONFIG_194cc955dd8edc7ccc8d0c9a6cc80cadb,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,pm,true,true,1
DISCONFIG_b2bdbd44cdcbe612a9bdaced9a1bbaaab,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,mo,false,false,0
DISCONFIG_f39aacbfecdd9cc0badc37cadbba99caa,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,ga,true,true,0
DISCONFIG_8cdb7b922dfbc16cb8adca4abcdcb8bcd,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,rvo,true,true,2
DISCONFIG_6ca3cd77d7aaa2bb8b6cbb9b0bbc6977b,USER_0fc9faa919abcd8ddb9d7bd9c886cddbc,other,true,false,0
DISCONFIG_8cbd39050ad9990d39d7c26dafabd9dda,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,DR,false,true,1
DISCONFIG_dc94729a4dddc78ac8bbfaab89b9c4ba9,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,CSME,false,true,1
DISCONFIG_f9fbbbb9d5ebaf1896bc22e8bd1ab399e,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,amd,true,true,1
DISCONFIG_2c6ab1daa9dfaadb2b96f9c71ec374cac,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,hr,false,true,0
DISCONFIG_0dc46aa42d2edb0c8b8c5a82fad5feb97,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,pm,true,true,1
DISCONFIG_6a98a8ce9bac9d6a86db5d29daad2489c,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,mo,true,false,0
DISCONFIG_2a8ddc1ddd9926ac3939d9dd9338aa0ac,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,ga,true,true,0
DISCONFIG_2b148ea49fcae947c93ebcb8f1cbac8b9,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,rvo,false,true,2
DISCONFIG_aedb895aaacdaacc0d998faaa79cdc878,USER_64b9b94ba29a0779d9d93bc6ae92cd9be,other,true,true,0
DISCONFIG_99a3cef8dcccd8d6c58d3b0cbc419cbac,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,DR,true,true,1
DISCONFIG_8561d9a7d299a89a90c88a9db1c9ade90,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,CSME,true,false,1
DISCONFIG_4597c0c594aa099cedbed5d4702b20ada,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,amd,false,true,1
DISCONFIG_4c09dc6cdd9cbd3a9af84e74dabaa9893,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,hr,true,false,0
DISCONFIG_aacbcd54acfb9d7c35eac988c025ccbde,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,pm,false,true,1
DISCONFIG_55d2ecb1cc52b99acab493ac1dc80acbd,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,mo,false,true,0
DISCONFIG_2ddbac577b4a98bcb6b89b6c7aad9c8c5,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,ga,false,true,0
DISCONFIG_d8da929dc0995c027ba8d0851a9fbb97b,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,rvo,false,true,2
DISCONFIG_25aacca09ed8dbcfb3dd9adde9f9a546a,USER_59d99effd7b99d8ca98cbdcf7bc9a2dab,other,false,true,0
DISCONFIG_d848cdcdedda9ad898b2bdcd5a7666a93,USER_dca81d2c1aadaa68c8d09b9aacbeda406,DR,true,true,1
DISCONFIG_04dcdb71659bc9b9d9abdadc999caaada,USER_dca81d2c1aadaa68c8d09b9aacbeda406,CSME,false,true,1
DISCONFIG_65ca845a63bdc548ca19ab92bbab931cc,USER_dca81d2c1aadaa68c8d09b9aacbeda406,amd,false,false,1
DISCONFIG_23daae54b9e5b4aa6349ad9da1ac5ab9d,USER_dca81d2c1aadaa68c8d09b9aacbeda406,hr,true,false,0
DISCONFIG_ab0a9f18b68aa9a8bae9dffb9ab1bace5,USER_dca81d2c1aadaa68c8d09b9aacbeda406,pm,true,true,1
DISCONFIG_89ca4aa2b87b9cde19d6f8979957cdacc,USER_dca81d2c1aadaa68c8d09b9aacbeda406,mo,true,false,0
DISCONFIG_8a44abc8b8df9bbbc84a49ddb9db8baaa,USER_dca81d2c1aadaa68c8d09b9aacbeda406,ga,false,true,0
DISCONFIG_aec819a4b0ead18cfd902f61f3d3bdd0b,USER_dca81d2c1aadaa68c8d09b9aacbeda406,rvo,false,true,2
DISCONFIG_bccad7ad8b9fdd1a9b9cbbc361bf6c052,USER_dca81d2c1aadaa68c8d09b9aacbeda406,other,true,true,0
DISCONFIG_3da13dadbadca5adcf9af5bd2df96be27,USER_faea9bbab8ad1d3c39dca65a31db26dc9,DR,true,false,1
